num,title,director,actors,country,language,score,commentors,releasedate,runtime,series,commente
173,三块广告牌,马丁·麦克唐纳,"['弗兰西斯·麦克多蒙德', '伍迪·哈里森', '山姆·洛克威尔', '艾比·考尼什']",美国 / 英国,英语,8.7,448872,2018-03-02(中国大陆),115分钟,"['剧情', '犯罪']",
174,爆裂鼓手,达米恩·查泽雷,"['迈尔斯·特勒', 'J·K·西蒙斯', '保罗·雷瑟', '梅莉莎·班诺伊']",美国,英语,8.6,305442,2014-10-10(美国),107分钟,"['剧情', '音乐']",这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
175,人工智能,史蒂文·斯皮尔伯格,"['海利·乔·奥斯蒙', '弗兰西丝·奥康纳', '山姆·洛巴兹', '杰克·托马斯']",美国,英语,8.6,244604,2001-06-29(美国),146分钟,"['剧情', '科幻', '冒险']",对爱的执着，可以超越一切。
176,未麻的部屋,今敏,"['岩男润子', '松本梨香', '辻亲八', '秋元羊介']",日本,日语,8.9,134756,1997-07(加拿大奇幻电影节),81 分钟,"['动画', '惊悚', '奇幻']",好的剧本是，就算你猜到了结局也猜不到全部。
177,穿越时空的少女,细田守,"['仲里依纱', '石田卓也', '板仓光隆', '垣内彩未']",日本,日语,8.6,233265,2006-07-15(日本),98分钟,"['剧情', '爱情', '科幻', '动画']",爱上未来的你。 
178,魂断蓝桥,茂文·勒鲁瓦,"['费雯·丽', '罗伯特·泰勒', '露塞尔·沃特森', '弗吉尼亚·菲尔德']",美国,英语 / 法语,8.8,157102,1940-05-17(美国),108分钟,"['剧情', '爱情', '战争']",中国式内在的美国电影。
179,猜火车,丹尼·博伊尔,"['伊万·麦克格雷格', '艾文·布莱纳', '约翰尼·李·米勒', '凯文·麦克基德']",英国,英语,8.5,295213,1996-02-23(英国),94分钟,"['剧情', '犯罪']",不可猜的青春迷笛。 
180,模仿游戏,莫滕·泰杜姆,"['本尼迪克特·康伯巴奇', '凯拉·奈特莉', '马修·古迪', '罗里·金奈尔']",英国 / 美国,英语 / 德语,8.6,332786,2015-07-21(中国大陆),114分钟,"['剧情', '同性', '传记', '战争']",他给机器起名“克里斯托弗”，因为这是他初恋的名字。
181,一个叫欧维的男人决定去死,汉内斯·赫尔姆,"['罗夫·拉斯加德', '巴哈·帕斯', '托比亚斯·阿姆博瑞', '菲利普·伯格']",瑞典,瑞典语 / 波斯语,8.8,178505,2015-12-25(瑞典),116分钟,['剧情'],惠及一生的美丽。
182,房间,伦尼·阿伯拉罕森,"['布丽·拉尔森', '雅各布·特伦布莱', '肖恩·布里吉格斯', '温迪·古逊']",爱尔兰 / 加拿大 / 英国 / 美国,英语,8.8,212824,2015-09-04(特柳赖德电影节),118分钟,"['剧情', '家庭']",被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
183,忠犬八公物语,神山征二郎,"['山本圭', '井川比佐志', '片桐入', '仲代达矢']",日本,日语,9.1,87667,1987-08-01(日本),107 分钟,['剧情'],养狗三日，便会对你终其一生。
184,完美陌生人,保罗·格诺维塞,"['马可·贾利尼', '卡夏·斯穆特尼亚克', '爱德华多·莱奥', '阿尔巴·罗尔瓦赫尔']",意大利,意大利语,8.6,310930,2018-05-25(中国大陆),97分钟,"['剧情', '喜剧']",来啊，互相伤害啊！
185,罗生门,黑泽明,"['三船敏郎', '千秋实', '京町子', '森雅之']",日本,日语,8.7,164476,1950-08-26(日本),88分钟,"['剧情', '悬疑', '犯罪']",人生的N种可能性。
186,恐怖游轮,克里斯托弗·史密斯,"['梅利莎·乔治', '利亚姆·海姆斯沃斯', '迈克尔·多曼', '瑞秋·卡帕尼']",英国 / 澳大利亚,英语,8.4,428713,2009-10-16(英国),99 分钟,"['剧情', '悬疑', '惊悚']",不要企图在重复中寻找已经失去的爱。
187,魔女宅急便,宫崎骏,"['高山南', '佐久间玲', '户田惠子', '山口胜平']",日本,日语,8.6,258960,1989-07-29(日本),103分钟,"['动画', '奇幻', '冒险']",宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
188,阿飞正传,王家卫,"['张国荣', '张曼玉', '刘嘉玲', '刘德华']",香港,粤语 / 汉语普通话 / 英语 / 菲律宾语 / 上海话,8.5,276609,2018-06-25(中国大陆),94分钟,"['剧情', '爱情', '犯罪']",王家卫是一种风格，张国荣是一个代表。
189,香水,汤姆·提克威,"['本·卫肖', '艾伦·瑞克曼', '蕾切儿·哈伍德', '达斯汀·霍夫曼']",德国 / 法国 / 西班牙 / 美国,英语,8.5,343800,2006-09-07(德国),147分钟,"['剧情', '犯罪', '奇幻']",一个单凭体香达到高潮的男人。
190,哪吒闹海,严定宪,"['梁正晖', '邱岳峰', '毕克', '富润生']",中国大陆,汉语普通话,8.9,112206,1979-05-19(中国大陆),65分钟,"['动画', '奇幻', '冒险']",想你时你在闹海。
191,浪潮,丹尼斯·甘塞尔,"['于尔根·福格尔', '弗雷德里克·劳', '马克思·雷迈特', '詹妮弗·乌尔里希']",德国,德语,8.7,164946,2008-03-13(德国),107 分钟,"['剧情', '惊悚']",世界离独裁只有五天。
192,朗读者,史蒂芬·戴德利,"['凯特·温丝莱特', '大卫·克劳斯', '拉尔夫·费因斯', '詹妮特·海因']",美国 / 德国,英语 / 德语 / 希腊语 / 拉丁语,8.5,322605,2008-12-10(纽约首映),124 分钟,"['剧情', '爱情']",当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
193,黑客帝国3：矩阵革命,莉莉·沃卓斯基,"['基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文']",美国 / 澳大利亚,英语 / 法语,8.6,208203,2003-11-05(美国/中国大陆),129 分钟,"['动作', '科幻']",不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
194,海街日记,是枝裕和,"['绫濑遥', '长泽雅美', '夏帆', '广濑铃']",日本,日语,8.7,193744,2015-05-14(戛纳电影节),127分钟,"['剧情', '家庭']",是枝裕和的家庭习作。
195,可可西里,陆川,"['多布杰', '张正阳', '奇道', '赵雪莹']",中国大陆 / 香港,汉语普通话 / 藏语,8.7,161922,2004-10-01(中国大陆),85分钟(中国大陆),"['剧情', '犯罪']",坚硬的信仰。
196,谍影重重2,保罗·格林格拉斯,"['马特·达蒙', '弗朗卡·波滕特', '布莱恩·考克斯', '朱丽娅·斯蒂尔斯']",美国 / 德国,英语 / 俄语 / 德语 / 意大利语,8.6,205921,2004-11-14(中国大陆),108分钟,"['动作', '悬疑', '惊悚']",谁说王家卫镜头很晃？
197,谍影重重,道格·里曼,"['马特·达蒙', '弗朗卡·波滕特', '克里斯·库珀', '克里夫·欧文']",美国 / 德国 / 捷克,英语 / 法语 / 德语 / 荷兰语 / 意大利语,8.5,245717,2002-11-21(中国大陆),119分钟,"['动作', '悬疑', '惊悚']",哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
198,战争之王,安德鲁·尼科尔,"['尼古拉斯·凯奇', '布丽姬·穆娜', '杰瑞德·莱托', '伊安·霍姆']",美国 / 法国,英语 / 法语 / 德语 / 俄语 / 西班牙语 / 乌克兰语 / 阿拉伯语 / 土耳其语 / 汉语普通话,8.6,213366,2005-09-16(美国),122 分钟,"['剧情', '犯罪']",做一颗让别人需要你的棋子。
199,牯岭街少年杀人事件,杨德昌,"['张震', '杨静怡', '张国柱', '王启赞']",台湾,汉语普通话 / 闽南语 / 上海话 / 粤语,8.8,138964,1991-07-27(台湾),237分钟(导演剪辑版),"['剧情', '犯罪']",弱者送给弱者的一刀。
200,地球上的星星,阿米尔·汗,"['达席尔·萨法瑞', '阿米尔·汗', '塔奈·切赫达', '萨谢·英吉尼尔']",印度,印地语 / 英语,8.9,111759,2007-12-21(印度),165分钟,"['剧情', '家庭', '儿童']",天使保护事件始末。
201,青蛇,徐克,"['张曼玉', '王祖贤', '赵文卓', '吴兴国']",香港,粤语,8.5,285986,1993-11-04(香港),99分钟,"['剧情', '爱情', '奇幻', '古装']",人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
202,一次别离,阿斯哈·法哈蒂,"['佩曼·莫阿迪', '蕾拉·哈塔米', '萨瑞·巴亚特', '沙哈布·侯赛尼']",伊朗 / 法国,波斯语,8.7,160948,2012-11-13(中国大陆),123分钟,"['剧情', '家庭']",只有有信仰的人才能说出事实真相。
203,惊魂记,阿尔弗雷德·希区柯克,"['珍妮特·利', '安东尼·博金斯', '维拉·迈尔斯', '马丁·鲍尔萨姆']",美国,英语,8.9,111077,1960-06-16(纽约首映),109分钟,"['悬疑', '惊悚', '恐怖']",故事的反转与反转，分裂电影的始祖。
204,疯狂的石头,宁浩,"['郭涛', '刘桦', '连晋', '黄渤']",中国大陆 / 香港,汉语普通话 / 重庆话,8.4,422414,2006-06-30(中国大陆),106 分钟(香港),"['喜剧', '犯罪']",中国版《两杆大烟枪》。
205,追随,克里斯托弗·诺兰,"['杰里米·西奥伯德', '亚历克斯·霍', '露西·拉塞尔', '约翰·诺兰']",英国,英语,8.9,102477,1998-09-12(多伦多电影节),69分钟,"['悬疑', '惊悚', '犯罪']",诺兰的牛逼来源于内心散发出的恐惧。
206,终结者2：审判日,詹姆斯·卡梅隆,"['阿诺·施瓦辛格', '琳达·汉密尔顿', '爱德华·福隆', '罗伯特·帕特里克']",美国 / 法国,英语 / 西班牙语,8.6,186097,1991-07-03(美国),137分钟,"['动作', '科幻']",少见的超越首部的续集，动作片中的经典。
207,源代码,邓肯·琼斯,"['杰克·吉伦哈尔', '维拉·法米加', '米歇尔·莫纳汉', '杰弗里·怀特']",美国 / 加拿大,英语,8.4,498666,2011-08-30(中国大陆),93分钟,"['科幻', '悬疑', '惊悚']",邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
208,小萝莉的猴神大叔,卡比尔·汗,"['萨尔曼·汗', '哈莎莉·马洛特拉', '卡琳娜·卡普尔', '纳瓦祖丁·席迪圭']",印度,印地语 / 乌尔都语,8.5,244709,2018-03-02(中国大陆),159分钟,"['剧情', '喜剧', '动作']",宝莱坞的萝莉与大叔。
209,步履不停,是枝裕和,"['阿部宽', '夏川结衣', '江原由希子', '高桥和也']",日本,日语,8.8,125579,2008-06-28(日本),115分钟,"['剧情', '家庭']",日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
210,初恋这件小事,普特鹏·普罗萨卡·那·萨克那卡林,"['平采娜·乐维瑟派布恩', '马里奥·毛瑞尔', '苏达拉·布查蓬', '雅尼卡·桑普蕾舞']",泰国,泰语 / 印度尼西亚语 / 英语,8.3,592451,2012-06-05(中国大陆),118分钟(泰国),"['剧情', '喜剧', '爱情']",黑小鸭速效美白记。
211,再次出发之纽约遇见你,约翰·卡尼,"['凯拉·奈特莉', '马克·鲁弗洛', '亚当·莱文', '詹姆斯·柯登']",美国,英语,8.5,228740,2015-06-26(中国大陆),104分钟,"['喜剧', '爱情', '音乐']",爱我就给我看你的播放列表。
212,新龙门客栈,李惠民,"['张曼玉', '林青霞', '梁家辉', '甄子丹']",香港 / 中国大陆,汉语普通话 / 粤语,8.5,240792,2012-02-24(中国大陆),88分钟,"['动作', '爱情', '武侠', '古装']",嬉笑怒骂，调风动月。
213,撞车,保罗·哈吉斯,"['桑德拉·布洛克', '唐·钱德尔', '马特·狄龙', '布兰登·费舍']",美国 / 德国,英语 / 波斯语 / 西班牙语 / 汉语普通话 / 韩语,8.6,210181,2004-09-10(多伦多电影节),112分钟,"['剧情', '犯罪']",天使与魔鬼的冲撞。
214,天书奇谭,王树忱,"['丁建华', '毕克', '尚华', '苏秀']",中国大陆,汉语普通话,9.1,75988,1983(中国大陆),89分钟,"['动画', '奇幻']",传奇的年代，醉人的童话。
215,梦之安魂曲,达伦·阿伦诺夫斯基,"['艾伦·伯斯汀', '杰瑞德·莱托', '詹妮弗·康纳利', '马龙·韦恩斯']",美国,英语,8.7,137640,2000-05-14(戛纳电影节),102分钟,['剧情'],一场没有春天的噩梦。
216,爱在午夜降临前,理查德·林克莱特,"['伊桑·霍克', '朱莉·德尔佩', '肖姆斯·戴维-菲茨帕特里克', '詹妮弗·普里尔']",美国 / 希腊,英语 / 希腊语 / 法语,8.8,153814,2013-06-14(美国),109分钟,"['剧情', '爱情']",所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
217,海蒂和爷爷,阿兰·葛斯彭纳,"['阿努克·斯特芬', '布鲁诺·甘茨', '昆林·艾格匹', '安娜·申茨']",德国 / 瑞士 / 南非,德语 / 瑞士德语 / 南非语,9.1,82575,2015-12-10(德国),111分钟,"['剧情', '家庭', '冒险']",
218,无耻混蛋,昆汀·塔伦蒂诺,"['布拉德·皮特', '梅拉尼·罗兰', '克里斯托弗·沃尔兹', '伊莱·罗斯']",美国 / 德国,英语 / 德语 / 法语 / 意大利语,8.5,276349,2009-08-20(德国),153分钟,"['剧情', '犯罪']",昆汀同学越来越变态了，比北野武还杜琪峰。
219,东京物语,小津安二郎,"['笠智众', '原节子', '杉村春子', '东山千荣子']",日本,日语,9.2,67189,1953-11-03(日本),136 分钟,"['剧情', '家庭']",东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
220,城市之光,查理·卓别林,"['查理·卓别林', '弗吉尼亚·切瑞尔', '佛罗伦斯·李', '亨利·伯格曼']",美国,英语,9.3,60332,1931-01-30(洛杉矶首映),87 分钟,"['剧情', '喜剧', '爱情']",永远的小人物，伟大的卓别林。
221,绿里奇迹,弗兰克·德拉邦特,"['汤姆·汉克斯', '大卫·摩斯', '迈克·克拉克·邓肯', '邦尼·亨特']",美国,英语 / 法语,8.7,135830,1999-12-10(美国),189 分钟,"['剧情', '悬疑', '犯罪', '奇幻']",天使暂时离开。
222,彗星来的那一夜,詹姆斯·沃德·布柯特,"['艾米丽·芭尔多尼', '莫瑞·史特林', '尼古拉斯·布兰登', '劳伦·斯卡法莉娅']",美国 / 英国,英语,8.5,253421,2013-09-19(奇幻电影节),89分钟,"['科幻', '悬疑', '惊悚']",小成本大魅力。
223,血钻,爱德华·兹威克,"['莱昂纳多·迪卡普里奥', '杰曼·翰苏', '詹妮弗·康纳利', '阿诺德·沃斯洛']",美国 / 德国,英语 / 门德语 / 南非荷兰语,8.6,179146,2006-12-08(美国),143 分钟,"['剧情', '惊悚', '冒险']",每个美丽事物背后都是滴血的现实。
224,这个男人来自地球,理查德·沙因克曼,"['大卫·李·史密斯', '托尼·托德', '约翰·比灵斯列', '安妮卡·彼得森']",美国,英语,8.5,232997,2007-11-13(美国),87 分钟,"['剧情', '科幻']",科幻真正的魅力不是视觉效果能取代的。 
225,E.T. 外星人,史蒂文·斯皮尔伯格,"['亨利·托马斯', '迪·沃伦斯', '罗伯特·麦克纳夫顿', '德鲁·巴里摩尔']",美国,英语,8.5,199464,1982-05-26(戛纳电影节),115分钟,"['剧情', '科幻']",生病的E.T.皮肤的颜色就像柿子饼。
